Book Id;Title;Author;Author l-f;Additional Authors;ISBN;ISBN13;My Rating;Average Rating;Publisher;Binding;Number of Pages;Year Published;Original Publication Year;Date Read;Date Added;Bookshelves;Bookshelves with positions;Exclusive Shelf;My Review;Spoiler;Private Notes;Read Count;Owned Copies;Time
127072682;Grzeczna dziewczynka, zepsuta krew (Przewodnik po zbrodni według grzecznej dziewczynki, #2);Holly  Jackson;Jackson, Holly;Ernest Kacperski;8382408184;9788382408188;4;4.26;Books4YA;Paperback;464;2022;2020;2024/04/01;2024/03/29;;;read;;;;1;0;3
206104394;Extinguish the Heat. Runda finałowa (Hell, #7);P.S. Herytiera;Herytiera, P.S.;Pizgacz, Katarzyna Barlińska;8328907038;9788328907034;3;4.70;beYA;Paperback;640;2024;2024;2024/03/29;2024/03/26;;;read;;;;1;0;2
49605810;Przewodnik po zbrodni według grzecznej dziewczynki (Przewodnik po zbrodni według grzecznej dziewczynki, #1);Holly  Jackson;Jackson, Holly;Ernest Kacperski;8381541956;9788381541954;4;4.28;Zielona Sowa;Paperback;446;2019;2019;2024/03/26;2024/03/20;;;read;;;;1;0;7
63314577;Virion. Legion (Szermierz Natchniony, #3);Andrzej Ziemiański;Ziemiański, Andrzej;;;;5;4.33;Fabryka Słów;Paperback;573;2023;2023;2024/03/20;2024/03/09;;;read;;;;1;0;12
59823379;Virion. Pustynia (Szermierz Natchniony, #2);Andrzej Ziemiański;Ziemiański, Andrzej;;8379647084;9788379647088;5;4.29;Fabryka Słów;Paperback;528;2022;2022;2024/03/09;2024/02/25;;;read;;;;1;0;14
56674185;Virion. Zamek (Szermierz Natchniony #1);Andrzej Ziemiański;Ziemiański, Andrzej;;8379646290;9788379646296;5;4.33;Fabryka Słów;Paperback;506;2021;2021;2024/02/24;2024/02/18;;;read;;;;1;0;7
52638994;Virion. Szermierz (Imperium Achai, #4);Andrzej Ziemiański;Ziemiański, Andrzej;;8379645162;9788379645169;5;4.23;Fabryka Słów;Paperback;640;2019;2019;2024/02/18;2024/02/10;;;read;;;;1;0;9
45026943;Virion. Adept (Imperium Achai, #3);Andrzej Ziemiański;Ziemiański, Andrzej;;8379644158;9788379644155;5;4.19;Fabryka Słów;Paperback;580;2019;2019;2024/02/09;2024/01/24;;;read;;;;1;0;12
40952580;Virion. Obława (Imperium Achai, #2);Andrzej Ziemiański;Ziemiański, Andrzej;;8379643577;9788379643578;5;4.16;Fabryka Słów;Paperback;506;2018;2018;2024/01/24;2024/01/05;;;read;;;;1;0;14
36202260;Virion. Wyrocznia (Imperium Achai, #1);Andrzej Ziemiański;Ziemiański, Andrzej;;8379642600;9788379642601;5;4.10;Fabryka Słów;Paperback;512;2017;2017;2024/01/03;2024/01/03;;;read;;;;1;0;7
